,,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1915,1916,1917,1918,1942,1945,1968,1992,1940,1941,1967,1987,1989,1991,1993,1995,1997,1999,2001,2004,2007,2011,2015,2016,2019,1943,2000,1994,1996,1998,2003,2005,2008,2010,2012,2014,2018,1986,1990,2002,2006,1985,1988,2009,2013,2017
ABCS Tournament,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,,,,,,,,,,,-1,2,,,,,,,,,,-2,
ABCS Tournament,Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,,,,,,,,,,,-1,-2,,,,,,,,,,0,
ABCS Tournament,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,1,,,,,,,,,,,1,0,,,,,,,,,,0,
ABCS Tournament,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,0,,,,,,,,,,2,
AFC Asian Cup,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,0,0,3,4,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,-1,-1,-1,-1,,-1,,0,,0,,,,,,,,,,,,,,-2,,,
AFC Asian Cup,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,-4,,,,0,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Burma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,1,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,-2,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,China PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,-1,,,,-1,,,,2,,,,,,,0,0,,,,,,,,,,,,2,0,0,2,,1,,0,,-2,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Chinese Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-1,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,-2,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,,,-3,,,,,,0,,,,0,,,,0,,,,0,,,,,,,-3,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,1,,,,,,0,,,,0,,,,0,,,,-3,,,,,,,0,0,,,,,,,,,,,,0,0,-3,0,,-1,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,-1,-1,0,0,,0,,-2,,-2,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,5,,,,4,,,,2,,,,2,,,,,,,4,0,,,,,,,,,,,,3,2,2,3,,3,,1,,2,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,-1,,,,-2,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,0,3,0,-1,,1,,-1,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,3,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,,0,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,3,,,,,,,,,,,,4,1,4,3,,5,,5,,2,,,,,,,,,,,,,,-3,,,
AFC Asian Cup,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,1,0,1,-1,,2,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,1,,,,2,,,,3,,,,0,,,,,,,0,0,,,,,,,,,,,,-1,0,-3,-3,,0,,0,,0,,,,,,,,,,,,,,-1,,,
AFC Asian Cup,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,,-2,,0,,0,,,,,,,,,,,,,,0,,,
AFC Asian Cup,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,0,,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,,-1,,-1,,0,,,,,,,,,,,,,,0,,,
